name,birthyear,age
christa luding,1959,64
leo visser,1966,57
jacqueline borner,1965,58
seiko hashimoto,1964,59
geir karlstad,1963,60
olaf zinke,1966,57
yoon man kim 1,1973,50
yukinori miyabe,1968,55
uwe jens mey,1963,60
toshiyuki kuroiwa,1969,54
junichi inoue,1971,52
fabrice guy,1968,55
sylvain guillaume,1968,55
klaus sulzenbacher,1965,58
doris neuner,1971,52
yves mankel,1970,53
thomas rudolph,1970,53
markus schmidt,1968,55
kerrin lee gartner,1966,57
hilary lindh,1969,54
veronika stallmaier,1966,57
petra kronberger,1969,54
anita wachter,1967,56
finn christian jagge,1966,57
michael tritscher,1965,58
carole merle,1964,59
josef polig,1968,55
gianfranco martin,1970,53
steve locher,1967,56
marc girardelli,1963,60
jan einar thorsen,1966,57
annelise coberger,1971,52
blanca fernandez ochoa,1963,60
patrick ortlieb,1967,56
franck piccard,1964,59
gunther mader,1964,59
rudolf lochner,1953,70
gunther eger,1964,59
yan li,1968,55
ok sil hwang,1972,51
frederic blackburn,1972,51
jun ho lee,1965,58
marina klimova,1966,57
sergey ponomarenko,1960,63
isabelle duchesnay dean,1963,60
paul duchesnay,1961,62
kristi yamaguchi,1971,52
midori ito,1969,54
yelena bechke,1966,57
denis petrov,1968,55
viktor petrenko,1969,54
paul wylie,1964,59
petr barna,1966,57
yevgeny redkin,1970,53
mark kirchner,1970,53
mikael lofgren,1969,54
anfisa reztsova,1964,59
antje harvey,1967,56
yelena belova,1965,58
harri eloranta,1963,60
svetlana pecherskaya,1968,55
toni nieminen,1975,48
martin hoellwarth,1974,49
heinz kuttin,1971,52
ernst vettori,1954,69
michelle cameron,1962,61
carolyn waldo,1964,59
miyako tanaka,1967,56
mikako kotani,1966,57
tracie lehuanani ruiz conforto,1963,60
tapio korjus,1961,62
paula ivan,1963,60
lailute baikauskaite,1956,67
sabine john,1957,66
anke behmer,1961,62
dorothy louise ritter,1958,65
tamara bykova,1958,65
sigrun grau,1965,58
christine wachtel,1965,58
kimberley ann gallagher,1964,59
harry butch reynolds,1964,59
daniel everett,1966,57
lawrence ellwyne myricks,1956,67
andre lamar phillips,1959,64
el hadji amadou dia ba,1958,65
edwin moses,1955,68
paul ereng,1967,56
joaquim cruz 1,1963,60
said aouita,1959,64
florence griffith joyner,1959,64
grace jackson small,1961,62
gelindo bordin,1959,64
douglas wakiihuri,1963,60
hussein ahmed salah,1956,67
calvin smith 1,1987,36
sergii bubka,1963,60
rodion gataullin,1965,58
grigoriy yegorov,1967,56
evelyn ashford,1957,66
vyacheslav ivanenko,1961,62
hartwig gauder,1954,69
christian schenk,1965,58
torsten voss,1963,60
david steen,1959,64
deborah flintoff king,1960,63
tatiana ledovskaya,1966,57
ellen fiedler,1958,65
ulf timmermann,1962,61
werner gunthor,1961,62
petra muller,1965,58
olga nazarova 1,1965,58
moulay brahim boutayeb,1967,56
salvatore antibo,1962,61
kipkemboi kimeli,1966,57
jozef pribilinec,1960,63
maurizio damilano,1957,66
julius kariuki,1961,62
peter koech,1958,65
mark robert rowland,1963,60
olga bondarenko,1960,63
john ngugi,1962,61
hansjorg kunze,1959,64
gloria siebert,1964,59
claudia zaczkiewicz reidick,1962,61
juri augustovitch tamm,1957,66
khristo gantchev markov,1965,58
igor lapshin,1963,60
alexandre kovalenko,1963,60
rudolf povarnitsin,1962,61
yvonne murray,1964,59
rolf danneberg,1953,70
joseph nathaniel jr deloach,1967,56
robson da silva,1964,59
peter rono,1967,56
peter elliott,1962,61
jens peter herold,1965,58
natalya lisovskaya,1962,61
mei su li,1959,64
roger kingdom,1962,61
colin jackson,1967,56
anthony eugene campbell,1960,63
galina cistjakova,1962,61
petra felke meier,1959,64
fatima whitbread,1961,62
beate koch,1967,56
rosa mota,1958,65
lisa martin ondieki o dea,1960,63
katrin dorre,1961,62
martina hellmann,1960,63
diana gansky,1963,60
vladimir artemov,1964,59
holger behrendt,1964,59
marius costel gherman,1967,56
daniela silivas,1970,53
dagmar kersten,1970,53
elena shushunova,1969,54
lubomir geraskov,1968,55
zsolt borkai,1965,58
svetlana boginskaya,1973,50
diana doudeva,1968,55
phoebe lan mills,1972,51
gabriela potorac,1973,50
sven tippelt,1965,58
yun lou,1964,59
sylvio kroll,1965,58
jong hoon park,1965,58
stefano cerioni,1964,59
udo wagner,1963,60
aleksander romankov,1953,70
arnd rudiger schmitt,1965,58
philippe riboud,1957,66
anja fichtel mauritz,1968,55
sabine christiane bau,1969,54
zita eva funkenhauser,1966,57
janusz olech,1965,58
giovanni scalzo,1959,64
marek dopierala,1960,63
marek lbik,1958,65
philippe renaud,1962,61
joel bettin,1969,54
vania gesheva,1960,63
norman dean bellingham,1964,59
ian gordon ferguson,1952,71
christopher paul mac donald,1960,63
peter foster,1960,63
kelvin john graham,1964,59
victor denisov,1966,57
attila abraham,1967,56
ferenc csipes,1965,58
diana paliiska,1966,57
annemarie derckx,1954,69
grant davies,1963,60
andre gerhard wohllebe,1962,61
jorg schmidt,1961,62
andreas stahle,1965,58
jutta behrendt,1960,63
anne r marden,1958,65
magdalena georgieva,1962,61
ronald florijn,1961,62
beat schwerzmann,1966,57
ueli bodenmann,1965,58
aleksandr marchenko,1968,55
vasili yakusha,1958,65
andrew john holmes,1959,64
dragos neagu,1967,56
danut dobre,1967,56
bojan preseren,1962,61
sadik mujkic,1968,55
rodica puscatu arba,1962,61
olga homeghi bularda,1958,65
radka stoyanova,1964,59
lalka stoyanova berberova,1965,58
nicola payne,1960,63
lynley hannen,1964,59
birgit peter,1964,59
martina schroter,1960,63
violeta ninova,1963,60
stefka madina,1963,60
peter michael kolbe,1953,70
eric franciscus verdonk,1959,64
olaf ludwig,1960,63
bernd grone,1963,60
christian henn,1964,59
laima zilporyte,1967,56
carlo massullo,1957,66
vakhtang iagorashvili,1964,59
lutz hesslich,1959,64
connie paraskevin young,1961,62
aleksandr kirichenko,1967,56
martin vinnicombe,1964,59
robert lechner,1967,56
gintautas umaras,1963,60
dean woods,1966,57
bernd dittert,1961,62
dan frost,1961,62
leo peelen,1968,55
marat ganeev,1964,59
margit otto crepin,1945,78
christine stuckelberger,null6211,NaN
adriana dunavska,1970,53
pamela howard shriver,1962,61
zina garrison,1963,60
elizabeth smylie,1963,60
wendy turnbull,1952,71
claudia kohde kilsch,1963,60
gabriela sabatini,1970,53
manuela maleeva fragniere,1967,56
kenneth flach,1963,60
robert a seguso,1963,60
emilio sanchez,1965,58
sergio casal martinez,1962,61
miloslav mecir,1964,59
milan srejber,1963,60
stefan edberg,1966,57
anders jarryd,1961,62
timothy c mayotte,1960,63
bradley n gilbert,1961,62
jay barrs,1962,61
sung soo park,1970,53
vladimir esheev,1958,65
hee kyung wang,1970,53
young sook yun,1971,52
sevdalin marinov,1968,55
zhuo qiang he,1967,56
borislav gidikov,1965,58
ingo steinhoefel,1967,56
aleksander varbanov,1964,59
stefan topurov,1964,59
huan ming ye,1965,58
israil arsamakov,1962,61
istvan messzi,1961,62
kyung kun lee,1964,59
pavel kuznetsov,1961,62
peter immesberger,1960,63
joachim kunz,1959,64
jin he li,1964,59
yuri zakharevich,1963,60
jozsef jacso,1962,61
nail mukhamedyarov,1962,61
slawomir zawada,1965,58
martin zawieja,1963,60
oksen mirzoyan,1961,62
jae yup kim,1965,58
kevin yoshimi asano,1963,60
shinji hosokawa,1960,63
amiran totikashvili,1969,54
peter seisenbacher,1960,63
vladimir shestakov,1961,62
bernhard spijkers,1961,62
akinobu osako,1960,63
hitoshi saito,1986,37
henry stohr,1960,63
grigori verichev,1957,66
marc meiling,1962,61
dennis stewart,1960,63
robert van de walle,1954,69
marc alexandre,1959,64
sven loll,1964,59
michael lee swain,1960,63
georgi tenadze,1962,61
kyung keun lee,1962,61
janusz pawlowski,1959,64
yosuke yamamoto,1960,63
bruno carabetta,1966,57
frank wieneke,1962,61
torsten brechot,1964,59
bashir varaev,1964,59
ian stark,1954,69
virginia holgate leng,1955,68
kwang sun kim,1964,59
timofei skryabin,1967,56
mario gonzalez,1969,54
giovanni parisi,1967,56
daniel dumitrescu,1968,55
jae hyuk lee,1969,54
andreas zulow,1965,58
george cramne,1966,57
romallis ellis,1965,58
andrew lester maynard,1964,59
nurmagomed shanavazov,1965,58
damir skaro,1959,64
henryk petrich,1959,64
ismail mustafov,1960,63
michael carbajal,1967,56
robert isaszegi,1965,58
leopoldo serantes,1962,61
si hun park,1965,58
roy l ilnd jones,1969,54
richard woodhall,1968,55
raymond tyler downey,1968,55
robert wangila,1967,56
laurent boudouani,1966,57
jan dydak,1968,55
kenneth gould,1967,56
kennedy mckinney,1966,57
aleksandar kristov,1964,59
jorge eliecer julio rocha,1969,54
phajol moolsan,1968,55
henry maske,1964,59
egerton marcus,1965,58
christopher sande,1964,59
lennox lewis,1965,58
riddick lamont bowe,1967,56
aleksandr miroshnichenko,1964,59
janusz zarenkiewicz,1959,64
raymond a mercer,1961,62
andrzej golota,1968,55
vyacheslav yanovski,1957,66
grahame cheney,1969,54
lars myrberg,1964,59
reiner gies,1963,60
gregory louganis,1960,63
jesus mena campos,1968,55
qing li,1972,51
kelly anne mccormick,1960,63
yan mei xu,1971,52
michele mitchell,1962,61
wendy lian williams,1967,56
vladimir salnikov,1960,63
stefan pfeiffer,1965,58
uwe dassler,1967,56
kristin otto,1966,57
birte weigang,1968,55
elena dendeberova,1969,54
noemi ildiko lung,1968,55
igor polyanski,1967,56
frank baltrusch,1964,59
paul kingsman,1967,56
katrin meissner,1973,50
jill sterkel,1961,62
kathrin zimmermann,1966,57
cornelia sirch,1966,57
tania bogomilova dangalakova,1964,59
antoaneta frenkeva,1971,52
silke horner,1965,58
daichi suzuki,1967,56
patrick kuhl,1968,55
vadim yaroshchuk,1966,57
heike friedrich 1,1970,53
anke mohring,1969,54
david lee wharton,1969,54
adrian david moorhouse,1964,59
dmitri volkov,1966,57
duncan armstrong,1968,55
artur wojdat,1968,55
kathleen nord,1965,58
mary t meagher,1964,59
jozsef szabo,1969,54
sergio lopez miro,1968,55
silvia poll ahrens,1970,53
manuela stellmach,1970,53
xiao min huang,1970,53
astrid strauss,1968,55
michael gross,1964,59
benny leo nielsen,1966,57
anthony mosse,1964,59
christopher charles jacobs,1964,59
andrew dasvid jameson,1965,58
luc pillot,1959,64
thierry peponnet,1959,64
john thomas shadden,1963,60
jean yves le deroff,1957,66
christopher timms,1947,76
rex samuel sellers,1950,73
clinio freitas,1964,59
michael mackay mcintyre,1956,67
philip brynolf vaile,1956,67
nelson falcao,1946,77
anthony bruce kendall,1964,59
jan d boersma,1968,55
christian gronborg,1962,61
erik bjorkum,1965,58
ole petter pollen,1966,57
frank joseph mclaughlin,1960,63
john charles millen,1960,63
jose luis doreste,1956,67
peter holmberg,1960,63
john cutler,1962,61
allison blair jolly,1956,67
lynne m jewell,1959,64
birgitta bengtsson,1965,58
marit soderstrom,1962,61
larisa moskalenko,1963,60
pierre durand jr,1955,68
gregory alan best,1964,59
karsten huck,1945,78
zoltan kovacs 1,1964,59
dmitri monakov,1963,60
miloslav bednarik,1965,58
frans peeters,1956,67
miroslav varga,1960,63
young chul cha,1959,64
attila zahonyi,1959,64
goran maksimovic,1963,60
nicolas berthelot,1964,59
malcolm douglas cooper,1947,76
alister millar allan,1944,79
kirill ivanov,1960,63
michiko fukushima,1963,60
silvia sperber,1965,58
valentina cherkasova,1958,65
tor heiestad,1962,61
shi ping huang,1963,60
axel henry wegner,1963,60
alfonso de irruarrizaga,1957,66
jorge guardiola hay,1963,60
erich buljung,1944,79
haifeng xu 1,1957,66
irina shilova,1960,63
anna malukhina,1958,65
akira ota,1957,66
tae woo kim,1962,61
rangel ivanov gerovski,1958,65
myung woo han,1956,67
necmi gencalp,1960,63
jozef lohyna,1963,60
andras sike,1965,58
stoyan balov,1960,63
stepan sarkisyan,1962,61
simeon chterev,1959,64
takashi kobayashi,1963,60
ivan tzonov,1966,57
atanas slavov komchev,1959,64
harri matias koskela,1965,58
vladimir popov 1,1962,61
andreas schroder,1960,63
nathaniel carr,1960,63
vasile puscasu,1956,67
atsuji miyahara,1958,65
jae suk lee,1963,60
levon djulfalakian,1964,59
sung moon kim,1965,58
tapio sipila,1958,65
mitsuru sato,1961,62
saban trstena,1965,58
vladimir tohuzov,1966,57
gerhard himmel,1965,58
young nam kim,1960,63
mikhail mamiashvili,1963,60
tibor komaromi,1964,59
sang kyu kim,1960,63
kamandar madzhidov,1961,62
jivko vangelov,1960,63
dae hyun an,1962,61
adlan varaev,1962,61
rakhmat sukra sofiyadi,1965,58
andrzej glab,1966,57
bratan tzenov tsenov,1964,59
long can chen,1965,58
seiko iseki,1962,61
ilija lupulesku,1967,56
zoran primorac,1969,54
jae hyung an,1965,58
ki taik kim,1962,61
erik lindh,1964,59
hui fen li,1963,60
zhi min jiao,1963,60
young ja yang,1964,59
gordana perkucin,1962,61
jasna reed,1970,53
matti nykanen,1963,60
erik johnsen,1965,58
matjaz debelak,1965,58
pavel ploc,1964,59
jiri malec,1962,61
brian boitano,1963,60
brian orser,1961,62
yelena valova,1963,60
oleg vasilyev,1959,64
jill watson,1963,60
peter oppegard,1959,64
natalya bestemyanova,1960,63
andrey bukin,1957,66
tracy wilson,1961,62
robert mccall,1958,65
katarina witt,1965,58
elizabeth manley,1965,58
debra thomas,1967,56
hippolyt kempf,1965,58
allar levandi,1965,58
yanis kipurs,1958,65
vladimir koslov,1958,65
wolfgang hoppe,1957,66
bogdan musiol,1957,66
bernhard lehmann,1948,75
mario hoyer,1965,58
yvonne van gennip,1964,59
karin kania,1961,62
andrea ehrig,1960,63
jan ykema,1963,60
akira kuroiwa,1961,62
andre hoffmann,1961,62
eric flaim,1967,56
michael hadschieff,1963,60
tomas gustafson,1959,64
gerard kemkers,1967,56
nikolay gulyaev,1966,57
gabi zange,1961,62
gunde anders svan,1962,61
andi grunenfelder,1960,63
marjo matikainen,1965,58
tamara tikhonova,1964,59
vida venciene,1961,62
raisa smetanina,1952,71
mikhail devyatyarov,1959,64
paal gunnar mikkelsplass,1961,62
frank peter roetsch,1964,59
valery medvedtsev,1964,59
johann passler,1961,62
yury kharchenko,1963,60
jorg hoffmann,1963,60
jochen pietzsch,1963,60
thomas schwab,1962,61
wolfgang staudinger,1963,60
steffi walter,1962,61
ute oberhoffner,1961,62
cerstin schmidt,1963,60
helmut mayer,1966,57
lars borje eriksson,1966,57
marina kiehl,1965,58
brigitte oertli,1962,61
karen percy,1966,57
mateja svet,1968,55
christa kinshofer guethlein,1961,62
maria walliser,1963,60
frank worndl,1959,64
paul frommelt,1957,66
sigrid wolf,1964,59
michela figini,1966,57
hubert strolz,1962,61
bernhard gstrein,1965,58
paul accola,1967,56
pirmin zurbriggen,1963,60
peter muller 2,1957,66
jujie luan,1958,65
cornelia hanisch,1952,71
dorina vaccaroni,1963,60
peter jonathan westbrook,1952,71
mauro numa,1961,62
matthias behr,1955,68
philippe boisse,1955,68
bjorne vaggo,1955,68
karen elizabeth stives lende,1950,73
joseph halpin iv fargis,1948,75
conrad e homfeld,1951,72
adelheid robbiani,1950,73
lars erik moberg,1957,66
bernard bregeon,1962,61
anna olsson 2,1964,59
alexandra barre,1958,65
susan holloway,1955,68
barbara pohlmann lewe,1956,67
matija ljubek,1953,70
mirko nisovic,1961,62
ivan patzaichin,1949,74
toma simionov,1955,68
enrique miguez gomez,1966,57
narciso suarez amador,1960,63
alan blair thompson,1959,64
milan janic,1957,66
lawrence cain,1963,60
henning lynge jakobsen,1962,61
costica olaru,1960,63
ulrich eicke,1952,71
eric renaud,1961,62
per inge bengtsson,1961,62
hugh fisher,1955,68
alwyn morris,1957,66
patrick lefoulon,1958,65
barry kelly,1954,69
grant kenny,1963,60
alexander baumann 1,1964,59
neil cochran,1965,58
tiffany lisa cohen,1966,57
sarah hardcastle,1969,54
june croft,1963,60
jenna leigh johnson,1967,56
karin seick,1961,62
victor davis,1964,59
glenn beringen,1964,59
etienne dagon,1960,63
ambrose iv gaines,1959,64
marcus stockwell,1963,60
per johansson,1963,60
michael steward heath,1964,59
thomas fahrner,1963,60
steven k lundquist,1961,62
peter evans,1961,62
mary alice wayte,1965,58
cynthia lee woodhead,1964,59
annemarie verstappen,1965,58
jonathan sieben,1966,57
rafael antonio vidal castro,1964,59
theresa andrews,1962,61
elizabeth mitchell,1966,57
jolanda de rover,1963,60
anne ottenbrite,1966,57
susan gerard rapp,1965,58
ingrid lempereur,1969,54
ricardo prado,1965,58
robert woodhouse,1966,57
nancy lynn hogshead,1962,61
carolyn steinseifer,1968,55
tracy anne caulkins,1963,60
michelle pearson 1,1991,32
michele richardson,1969,54
amy lee white,1968,55
aneta patrascoiu,1967,56
glenn buchanan,1962,61
george thomas dicarlo,1963,60
john cary mykkanen,1966,57
justin lemberg,1966,57
michael jon o brien,1965,58
richard john carey,1963,60
david dennis wilson,1960,63
michael west,1964,59
petra van staveren,1966,57
catherine poirot,1963,60
karen phillips,1966,57
ina beyermann,1965,58
frederic delcourt,1964,59
cameron henning,1960,63
suzanne landells,1964,59
petra zindler,1966,57
jay glaser,1953,70
christopher cairns,1957,66
john scott anderson,1954,69
stephan van den berg,1962,61
randal scott steele,1958,65
william carl jr buchan,1956,67
evert bastet,1950,73
terence mclaughlin,1956,67
jonathan richards,1954,69
peter frank allam,1959,64
russell coutts,1962,61
john joseph bertrand,1956,67
terence neilson,1958,65
steven richard erickson,1961,62
william e sr buchan,1935,88
joachim griese,1952,71
michael marcour,1959,64
alfio peraboni,1954,69
giorgio gorla,1944,79
roberto molina carrasco,1960,63
hans christopher steinfeld,1959,64
stephen delancey benjamin,1955,68
reiner klimke,1936,87
anne grethe jensen tornblad,1951,72
otto josef hofer,1944,79
daniele masala,1955,68
svante rasmuson,1955,68
neil eckersley,1964,59
edward j liddie,1959,64
neil adams,1958,65
michel nowak,1962,61
mircea fratica,1957,66
yoshiyuki matsuoka,1957,66
jun oh hwang,1958,65
josef reiter,1959,64
ezio gamba,1958,65
luiz yoshio yoshio onmura,1960,63
kerrith brown,1962,61
angelo parisi,1953,70
marc berger,1954,69
robert lee berland,1961,62
seiki nose,1952,71
walter carmona,1957,66
yasuhiro yamashita,1957,66
mohamed rashwan,1956,67
mihai cioc,1961,62
arthur schnabel,1948,75
hyung zoo ha,1962,61
douglas vieira,1960,63
bjarni fridriksson,1956,67
gunther neureuther,1955,68
connie carpenter,1957,66
sandra schumacher,1966,57
alexi s grewal,1960,63
stephen bauer,1959,64
dag otto lauritzen,1956,67
rolf milser,1951,72
vasile groapa,1955,68
pekka niemi 1,1952,71
petre becheru,1960,63
robert kabbas,1955,68
ryoji isaoka,1962,61
norberto oberburger,1960,63
stefan tasnadi,1953,70
guy albert carlton,1954,69
dinko lukin,1960,63
mario martinez 2,1957,66
shu de wu,1959,64
run ming lai,1963,60
masahiro kotaka,1960,63
jing yuan yao,1958,65
andrei socaci,1966,57
jouni johannes gronman,1962,61
guo qiang zeng,1965,58
pei shun zhou,1962,61
kazushito manabe,1958,65
david mercer,1961,62
karl heinz radschinsky,1953,70
jacques demers,1960,63
dragomir cioroslan,1954,69
wei qiang chen,1958,65
gelu radu,1957,66
wen yee tsai,1956,67
fredy schmidtke,1961,62
fabrice colas,1964,59
roger ilegems,1962,61
uwe messerschmidt,1962,61
jose manuel youshimatz,1962,61
stephen edward hegg,1963,60
rolf golz,1962,61
leonard harvey nitz,1956,67
mark brian gorski,1960,63
nelson beasley vails,1960,63
tsutomu sakamoto,1962,61
miwako motoyoshi,1960,63
candace costie,1963,60
sharon hambrook,1963,60
kelly kryczka,1961,62
saeko kimura,1963,60
barthold wayne conner,1958,65
nobuyuki kajitani,1955,68
mitchell jay gaylord,1961,62
mary lou retton,1968,55
ecaterina szabo,1967,56
simona pauca,1969,54
koji gushiken,1956,67
peter glen vidmar,1961,62
ning li,1963,60
julianne lyn mcnamara,1965,58
lavinia agache,1966,57
shinji morisue,1957,66
fei tong,1961,62
koji sotomura,1958,65
philippe vatuone,1962,61
yan hong ma,1963,60
timothy patrick daggett,1962,61
bradley alan lewis,1954,69
paul n enquist,1955,68
pierre marie deloof,1964,59
dirk crois,1961,62
zoran pancic,1953,70
milorad stanulov,1953,70
pertti karppinen,1953,70
arthur robert mills,1895,128
marioara popescu,1962,61
greet hellemans,1959,64
nicolette hellemans,1961,62
daniele laumann,1961,62
valeria rosca rasila,1957,66
charlotte mosher geer,1957,66
ann haesebrouck,1963,60
elena oprea horvat,1953,70
elizabeth craig,1957,66
patricia smith,1957,66
ellen becker,1960,63
iris volkner,1960,63
petru iosub,1961,62
valer toma,1957,66
fernando climent huerta,1958,65
luis maria lasurtegui berridi,1956,67
hans magnus grepperud,1958,65
sverre bertrand loken,1960,63
alonzo c babers,1961,62
gabriel tiacoh,1963,60
antonio ricardo mckay,1964,59
ernesto canto gudino,1959,64
arto harkonen,1959,64
david ottley,1955,68
kenth eldebrink,1955,68
markus ryffel,1955,68
antonio leitao,1960,63
malcolm maurice wilkins,1950,73
john gates powell,1947,76
alice regina brown,1960,63
alessandro andrei,1959,64
michael d andrea carter,1960,63
david lester laut,1956,67
julius korir,1960,63
joseph mahmoud,1955,68
brian lee diemer,1961,62
gregory foster,1958,65
arto bryggare,1958,65
pierre quinon,1962,61
michael scott tully,1956,67
thierry vigneron,1960,63
earl holmes bell,1955,68
valerie ann brisco hooks,1960,63
chandra danette cheeseborough,1959,64
kathryn smallwood cook,1960,63
gary honey,1959,64
giovanni evangelisti,1961,62
joan benoit,1957,66
grete waitz andersen,1953,70
sebastian coe,1956,67
earl jones,1964,59
juha tiainen,1955,68
karl hans riehm,1951,72
klaus ploghaus,1956,67
claudia losch,1960,63
mihaela loghin,1952,71
gael mulhall martin,1956,67
doina besliu melinte,1956,67
fita lovin,1951,72
kirk baptiste,1963,60
thomas theodore jefferson,1962,61
carlos lopes,1947,76
john treacy 1,1957,66
charles spedding,1952,71
alberto cova,1958,65
michael mcleod,1952,71
michael musyoki,1956,67
teresa sanderson,1956,67
kristiina lillak,1961,62
bo gustafsson,1954,69
sandro bellucci,1955,68
ulrike meyfarth,1956,67
sara simeoni,1953,70
johanna luann huntley,1956,67
benita fitzgerald brown,1961,62
shirley strong,1958,65
michele chardonnet,1956,67
kim turner,1961,62
gabriella dorio,1957,66
maricica puica,1950,73
ria g stalman,1951,72
leslie jean deniz,1962,61
florenta tacu craiciunescu,1955,68
glyniss leanne nunn saunders cearns,1960,63
sabine everts,1961,62
daley thompson,1958,65
jurgen hingsen,1958,65
siegfried wentz,1960,63
daniel lee harris,1965,58
harald schmid,1957,66
keith connor,1957,66
nawal el moutawakel,1962,61
judith lynne brown,1961,62
cristina cojocaru,1962,61
wendy sly,1959,64
lynn williams,1960,63
stephen cram,1960,63
jose manuel abascal gomez,1958,65
dietmar mogenburg,1961,62
jian hua zhu,1963,60
samuel louis graddy,1964,59
ben johnson,1961,62
susan hearnshaw,1961,62
matthew alexander dryke,1958,65
ole riber rasmussen,1955,68
luca scribani rossi,1960,63
linda thom,1943,80
ruby ellen fox,1945,78
patricia dench,1932,91
xiao xuan wu,1958,65
ulrike holmer,1967,56
wanda rae jewell,1954,69
takeo kamachi,1936,87
corneliu ion,1951,72
rauno bies,1961,62
edward etzel,1952,71
michel bury,1952,71
michael sullivan,1942,81
karen patricia spurgin,1965,58
edith gufler,1962,61
philippe heberle,1963,60
andreas kronthaler,1952,71
barry edward dagger,1937,86
helmut bellingrodt,1946,77
luciano giovannetti,1945,78
francisco boza,1964,59
daniel thomas carlisle,1955,68
vlado lisjak,1962,61
james michael martinez,1958,65
randall scott lewis,1959,64
jung keun lee,1960,63
mark philip schultz,1960,63
hideyuki nagashima,1953,70
christopher rinke,1960,63
hideaki tomiyama,1957,66
barry alan davis,1961,62
eui kon kim,1958,65
jouko salomaki,1962,61
roger tallroth,1960,63
stefan rusu,1956,67
in tak you,1958,65
andrew roland rein,1958,65
jukka rauhala,1959,64
weon kee kim,1962,61
kent olle johansson,1960,63
hugo dietsche,1963,60
jeffrey carl blatnick,1957,66
refik memisevic,1956,67
victor dolipschi,1950,73
markus scherer,1962,61
ikuzo saito,1960,63
jong kyu kim,1958,65
yuji takada,1954,69
steven howard fraser,1958,65
ilie matei,1960,63
frank andersson,1956,67
pasquale passarelli,1957,66
masaki eto,1954,69
daniel aceves,1964,59
dae du bang,1954,69
robert brooks weaver,1958,65
takashi irie,1958,65
gab do son,1960,63
robert molle,1962,61
ayhan taskin,1953,70
noel loban,1957,66
david leslie schultz,1959,64
martin knosp,1959,64
saban sejdi,1959,64
vasile andrei,1955,68
gregory p gibson,1953,70
jozef tertelije,1960,63
ion draica,1958,65
demetrios thanopoulos,1959,64
soren claeson,1959,64
jihong zhou,1965,58
wendy lian wyland williams,1964,59
sylvie bernier,1964,59
christina seufert,1957,66
bruce d kimball,1963,60
kong zheng li,1959,64
ronald marshall merriott,1960,63
frank tate,1964,59
shawn o sullivan,1962,61
christophe tiozzo,1963,60
manfred zielonka,1960,63
steven d mccrory,1964,59
redzep redzepovski,1962,61
ibrahim bilali,1965,58
eyup can,1964,59
henry tillman,1960,63
willie dewit,1961,62
angelo musone,1963,60
antun josipovic,1961,62
kevin barry 1,1959,64
evander holyfield,1962,61
mustapha moussa,1962,61
meldrick taylor,1966,57
peter konyegwachie,1965,58
turgut aykac,1958,65
omar catari peraza,1964,59
paul garza jr gonzalez,1964,59
salvatore todisco,1961,62
jose marcelino bolivar,1964,59
keith mwila,null6965,NaN
mark anthony breland,1963,60
young su an,1964,59
joni nyman,1962,61
luciano bruno,1963,60
maurizio stecca,1963,60
hector lopez 1,1967,56
dale walters,1963,60
pernell whitaker,1964,59
luis f ortiz,1965,58
martin ndongo ebanga,1966,57
jeremy louis page,1961,62
dhawee umponmaha,1959,64
mirko puzovic,1956,67
mircea fulger,1959,64
tyrell biggs,1960,63
francesco damiani,1958,65
robert wells,1961,62
azis salihu,1954,69
virgil eugene hill,1964,59
mohamed zaoui,1960,63
aristides gonzalez,1961,62
darrell owen pace,1956,67
richard lee mckinney,1953,70
hyang soon seo,1967,56
ling juan li,1966,57
jin ho kim,1961,62
lori fung,1963,60
doina staiculescu,1967,56
regina weber,1963,60
peter angerer,1959,64
eirik kvalfoss,1959,64
matthias jacob,1960,63
hans stangassinger,1960,63
franz wembacher,1968,55
aleksandr beliakov,1962,61
paul hildgartner,1952,71
sergey danilin,1960,63
valery dudin,1963,60
bettina schmidt,1960,63
tom sandberg,1955,68
jouko karjalainen,1946,77
jukka ylipulli,1963,60
olga charvatova,1962,61
debbie armstrong,1963,60
christin cooper,1959,64
perrine pelen,1960,63
max julen,1961,62
jure franko,1962,61
andreas wenzel,1958,65
william johnson,1960,63
anton steiner,1958,65
didier bouvet,1961,62
ursula konzett,1959,64
igor malkov,1965,58
rene schofisch,1962,61
gaetan boucher,1958,65
sergey khlebnikov,1955,68
kai arne engelstad,1954,69
sergey fokichev,1963,60
yoshihiro kitazawa,1962,61
oleg bozhyev,1961,62
jari puikkonen,1959,64
nikolay zimyatov,1955,68
aleksandr zavyalov,1955,68
anne jahren,1963,60
brit pettersen,1961,62
aki karvonen,1957,66
harri kirvesniemi,1958,65
thomas wassberg,1956,67
berit aunli,1956,67
kvetoslava jeriova,1956,67
dietmar schauerhammer,1955,68
zintis ekmanis,1958,65
vladimir aleksandrov,1958,65
kitty carruthers,1961,62
peter carruthers,1959,64
larisa seleznyova,1963,60
oleg makarov,1962,61
rosalyn sumners,1964,59
kira ivanova,1963,60
scott hamilton,1952,71
josef sabovcik,1963,60
sultan rakhmanov,1950,73
jurgen heuser,1953,70
tadeusz rutkowski,1951,72
ota zaremba,1957,66
igor nikitin,1952,71
alberto blanco fernandez,1950,73
asen zlatev,1960,63
nedelcho kolev,1953,70
viktor mazin,1954,69
stefan dimitrov 1,1957,66
